مـوکھ्ئ	main	मुख्य	VIA_fltr_hi_ur
پـور्ݨाںک	int	पूर्णांक	VIA_fltr_hi_ur
اَک्شھر	char	अक्षर	VIA_fltr_hi_ur
د्ؤـیگـون	double	द्विगुन	VIA_fltr_hi_ur
ؤ्ئـوم	void	व्योम	VIA_fltr_hi_ur
ؤाپس	return	वापस	VIA_fltr_hi_ur
ک्رم	for	क्रम	VIA_fltr_hi_ur
اَگر	if	अगर	VIA_fltr_hi_ur
اَن्ئتھा	else	अन्यथा	VIA_fltr_hi_ur
جبتک	while	जबतक	VIA_fltr_hi_ur
کرـو	do	करो	VIA_fltr_hi_ur
تـوڑـو	break	तोड़ो	VIA_fltr_hi_ur
جाرـی	continue	जारी	VIA_fltr_hi_ur
چـونـو	switch	चुनो	VIA_fltr_hi_ur
ھाلت	case	हालत	VIA_fltr_hi_ur
ش्رٰݨـی	class	श्रेणी	VIA_fltr_hi_ur
کھـولा	public	खुला	VIA_fltr_hi_ur
بںد	private	बंद	VIA_fltr_hi_ur
بھؤ	virtual	भव	VIA_fltr_hi_ur
سمाؤٰش	include	समावेश	VIA_fltr_hi_ur
گھـوشھݨा	define	घोषणा	VIA_fltr_hi_ur
اَݨـو	{	अणु	VIA_fltr_hi_ur
پـور्ݨ	}	पूर्ण	VIA_fltr_hi_ur
م_لـیکھـو	printf	म_लिखो	VIA_fltr_hi_ur
م_پـوچھـو	scanf	म_पूछो	VIA_fltr_hi_ur
